LINE, GTIN, ATC, NAME, UNIT, TYPE
10833,EAN7680574190067,G03AA10,Meliane 21 Dragées,NA,mg
10834,EAN7680574200018,G03FB05,Sequidot 50/140 transdermale Pflaster (Kombipackung),NA,mg
10835,EAN7680574200025,G03FB05,Sequidot 50/140 transdermale Pflaster (Kombipackung),NA,mg
10836,EAN7680574200032,G03FB05,Sequidot 50/250 transdermale Pflaster (Kombipackung),NA,mg
10837,EAN7680574200049,G03FB05,Sequidot 50/250 transdermale Pflaster (Kombipackung),NA,mg
10838,EAN7680574210024,G03FA01,Estranor Sandoz Filmtabletten,NA,mg
10839,EAN7680574240014,M05BA06,Bondronat 6 mg/6 mL Infusionslösungskonzentrat,6,mg
10840,EAN7680574260012,N05CM,Arkocaps Escholtzia gélules,13500,mg
10841,EAN7680574260029,N05CM,Arkocaps Escholtzia gélules,45000,mg
10842,EAN7680574270011,N06DX02,Symfonel 120 mg,3600,mg
10843,EAN7680574270028,N06DX02,Symfonel 120 mg,7200,mg
10844,EAN7680574270035,N06DX02,Symfonel 120 mg,14400,mg
10845,EAN7680574270509,N06DX02,Symfonel forte capsules,7200,mg
10846,EAN7680574270516,N06DX02,Symfonel forte capsules,14400,mg
10847,EAN7680574270547,N06DX02,Symfonel forte capsules,3600,mg
10848,EAN7680574280010,A16AB05,Aldurazyme Concentré à diluer pour perfusion,NA,mg
10849,EAN7680574290026,C08CA02,Felodipin-Mepha 25 mg, Depotabs,75,mg
10850,EAN7680574290040,C08CA02,Felodipin-Mepha 5 mg Depotabs,100,mg
10851,EAN7680574290064,C08CA02,Felodipin-Mepha 5 mg Depotabs,500,mg
10852,EAN7680574290088,C08CA02,Felodipin-Mepha 10 mg Depotabs,200,mg
10853,EAN7680574290101,C08CA02,Felodipin-Mepha 10 mg Depotabs,1000,mg
10854,EAN7680574300015,N03AX12,Gabapentin Stada 100 mg Kapseln,5000,mg
10855,EAN7680574300022,N03AX12,Gabapentin Stada 100 mg Kapseln,10000,mg
10856,EAN7680574300046,N03AX12,Gabapentin Stada 300 mg Kapseln,15000,mg
10857,EAN7680574300053,N03AX12,Gabapentin Stada 300 mg Kapseln,30000,mg
10858,EAN7680574300060,N03AX12,Gabapentin Stada 400 mg Kapseln,20000,mg
10859,EAN7680574300077,N03AX12,Gabapentin Stada 400 mg Kapseln,40000,mg
10860,EAN7680574300329,N03AX12,Gabapentin Spirig HC 100 mg Kapseln,5000,mg
10861,EAN7680574300336,N03AX12,Gabapentin Spirig HC 100 mg Kapseln,10000,mg
10862,EAN7680574300343,N03AX12,Gabapentin Spirig HC 300 mg Kapseln,15000,mg
10863,EAN7680574300350,N03AX12,Gabapentin Spirig HC 300 mg Kapseln,30000,mg
10864,EAN7680574300367,N03AX12,Gabapentin Spirig HC 400 mg Kapseln,20000,mg
10865,EAN7680574300374,N03AX12,Gabapentin Spirig HC 400 mg Kapseln,40000,mg
10866,EAN7680574310045,J01AA12,Tygacil 50 mg Pulver zur Herstellung einer Infusionslösung,500,mg
10867,EAN7680574340011,B05BB01,Ringerfundin B. Braun Infusionslösung,NA,mg
10868,EAN7680574340035,B05BB01,Ringerfundin B. Braun Infusionslösung,NA,mg
10869,EAN7680574340059,B05BB01,Ringerfundin B. Braun Infusionslösung,NA,mg
10870,EAN7680574340073,B05BB01,Ringerfundin B. Braun Infusionslösung,NA,mg
10871,EAN7680574340097,B05BB01,Ringerfundin B. Braun Infusionslösung,NA,mg
10872,EAN7680574340110,B05BB01,Ringerfundin B. Braun Infusionslösung,NA,mg
10873,EAN7680574350027,J05AF10,Baraclude 0.5 mg Filmtabletten,15,mg
10874,EAN7680574350041,J05AF10,Baraclude 1 mg Filmtabletten,30,mg
10875,EAN7680574360019,J05AF10,Baraclude 0.05 mg/mL Lösung zum Einnehmen,10.5,mg
10876,EAN7680574370049,N03AX09,Lamotrigin Desitin 25 mg Tabletten,1250,mg
10877,EAN7680574370148,N03AX09,Lamotrigin Desitin 50 mg Tabletten,2500,mg
10878,EAN7680574370247,N03AX09,Lamotrigin Desitin 100 mg Tabletten,5000,mg
10879,EAN7680574370285,N03AX09,Lamotrigin Desitin 100 mg Tabletten,10000,mg
10880,EAN7680574370346,N03AX09,Lamotrigin Desitin 200 mg Tabletten,10000,mg
10881,EAN7680574420072,G04CA01,Alfuzosin Sandoz 10 mg Retardtabletten,100,mg
10882,EAN7680574420096,G04CA01,Alfuzosin Sandoz 10 mg Retardtabletten,300,mg
10883,EAN7680574420119,G04CA01,Alfuzosin Sandoz 10 mg Retardtabletten,900,mg
10884,EAN7680574450024,C10AA03,Pravastatin-Cimex  10 mg Tabletten,300,mg
10885,EAN7680574450048,C10AA03,Pravastatin-Cimex  10 mg Tabletten,1000,mg
10886,EAN7680574450062,C10AA03,Pravastatin-Cimex  20 mg Tabletten,600,mg
10887,EAN7680574450086,C10AA03,Pravastatin-Cimex  20 mg Tabletten,2000,mg
10888,EAN7680574450109,C10AA03,Pravastatin-Cimex  40 mg Tabletten,1200,mg
10889,EAN7680574450123,C10AA03,Pravastatin-Cimex  40 mg Tabletten,4000,mg
10890,EAN7680574460016,N03AX12,Gabapentin Sandoz 100 mg Kapseln,5000,mg
10891,EAN7680574460030,N03AX12,Gabapentin Sandoz 100 mg Kapseln,10000,mg
10892,EAN7680574460054,N03AX12,Gabapentin Sandoz 300 mg Kapseln,15000,mg
10893,EAN7680574460078,N03AX12,Gabapentin Sandoz 300 mg Kapseln,30000,mg
10894,EAN7680574460092,N03AX12,Gabapentin Sandoz 400 mg Kapseln,20000,mg
10895,EAN7680574460115,N03AX12,Gabapentin Sandoz 400 mg Kapseln,40000,mg
10896,EAN7680574470022,V04CX,LiDCO Lithiumchlorid 0.15 mmol/ml Injektionslösung,NA,mg
10897,EAN7680574490020,L02AE02,Leuprorelin Sandoz 1 Monat Implantat,3.6,mg
10898,EAN7680574490044,L02AE02,Leuprorelin Sandoz 1 Monat Implantat,10.8,mg
10899,EAN7680574520161,C10AA01,Simvasin Spirig HC 20 Filmtabletten,560,mg
10900,EAN7680574520178,C10AA01,Simvasin Spirig HC 20 Filmtabletten,1960,mg
10901,EAN7680574520185,C10AA01,Simvasin Spirig HC 40 Filmtabletten,1120,mg
10902,EAN7680574520192,C10AA01,Simvasin Spirig HC 40 Filmtabletten,3920,mg
10903,EAN7680574520208,C10AA01,Simvasin Spirig HC 80 Filmtabletten,2240,mg
10904,EAN7680574520215,C10AA01,Simvasin Spirig HC 80 Filmtabletten,7840,mg
10905,EAN7680574540039,N02BE01,Panadol Junior 60 mg Suppositorien,600,mg
10906,EAN7680574540091,N02BE01,Panadol Junior 125 mg Suppositorien,1250,mg
10907,EAN7680574540213,N02BE01,Panadol Junior 250 mg Suppositorien,2500,mg
10908,EAN7680574550182,H03AA01,Tirosint  25 ug capsula molle,NA,mg
10909,EAN7680574550205,H03AA01,Tirosint  50 ug capsula molle,NA,mg
10910,EAN7680574550229,H03AA01,Tirosint  75 ug capsula molle,NA,mg
10911,EAN7680574550243,H03AA01,Tirosint 100 ug capsula molle,NA,mg
10912,EAN7680574550267,H03AA01,Tirosint 125 ug capsula molle,NA,mg
10913,EAN7680574550281,H03AA01,Tirosint 150 ug capsula molle,NA,mg
10914,EAN7680574550328,H03AA01,Tirosint  25 ug capsula molle,NA,mg
10915,EAN7680574550342,H03AA01,Tirosint  50 ug capsula molle,NA,mg
10916,EAN7680574550366,H03AA01,Tirosint  75 ug capsula molle,NA,mg
10917,EAN7680574550380,H03AA01,Tirosint 100 ug capsula molle,NA,mg
10918,EAN7680574550403,H03AA01,Tirosint 125 ug capsula molle,NA,mg
10919,EAN7680574550427,H03AA01,Tirosint 150 ug capsula molle,NA,mg
10920,EAN7680574550571,H03AA01,Tirosint 13 ug capsula molle,NA,mg
10921,EAN7680574550588,H03AA01,Tirosint 13 ug capsula molle,NA,mg
10922,EAN7680574550595,H03AA01,Tirosint 88 ug capsula molle,NA,mg
10923,EAN7680574550601,H03AA01,Tirosint 88 ug capsula molle,NA,mg
10924,EAN7680574550618,H03AA01,Tirosint 112 ug capsula molle,NA,mg
10925,EAN7680574550625,H03AA01,Tirosint 112 ug capsula molle,NA,mg
10926,EAN7680574550632,H03AA01,Tirosint 137 ug capsula molle,NA,mg
10927,EAN7680574550649,H03AA01,Tirosint 137 ug capsula molle,NA,mg
10928,EAN7680574550656,H03AA01,Tirosint 175 ug capsula molle,NA,mg
10929,EAN7680574550663,H03AA01,Tirosint 175 ug capsula molle,NA,mg
10930,EAN7680574550670,H03AA01,Tirosint 200 ug capsula molle,NA,mg
10931,EAN7680574550687,H03AA01,Tirosint 200 ug capsula molle,NA,mg
10932,EAN7680574570029,M01AB05,Inflamac Dolo 25 Kapseln,250,mg
10933,EAN7680574580011,M01AB05,Vifenac 25 comprimés filmés,250,mg
10934,EAN7680574600030,N02AB03,Matrifen 25 ug/h Depotpflaster,13.75,mg
10935,EAN7680574600078,N02AB03,Matrifen 50 ug/h Depotpflaster,27.5,mg
10936,EAN7680574600115,N02AB03,Matrifen 75 ug/h Depotpflaster,41.25,mg
10937,EAN7680574600153,N02AB03,Matrifen 100 ug/h Depotpflaster,55,mg
10938,EAN7680574600177,N02AB03,Matrifen 25 ug/h Depotpflaster,27.5,mg
10939,EAN7680574600191,N02AB03,Matrifen 50 ug/h Depotpflaster,55,mg
10940,EAN7680574600214,N02AB03,Matrifen 75 ug/h Depotpflaster,82.5,mg
10941,EAN7680574600238,N02AB03,Matrifen 100 ug/h Depotpflaster,110,mg
10942,EAN7680574600245,N02AB03,Matrifen 12 ug/h Depotpflaster,6.9,mg
10943,EAN7680574600252,N02AB03,Matrifen 12 ug/h Depotpflaster,13.8,mg
10944,EAN7680574660010,V03AC03,Exjade 125 mg dispergierbare Tabletten,3500,mg
10945,EAN7680574660034,V03AC03,Exjade 125 mg dispergierbare Tabletten,10500,mg
10946,EAN7680574660058,V03AC03,Exjade 250 mg dispergierbare Tabletten,7000,mg
10947,EAN7680574660072,V03AC03,Exjade 250 mg dispergierbare Tabletten,21000,mg
10948,EAN7680574660096,V03AC03,Exjade 500 mg dispergierbare Tabletten,14000,mg
10949,EAN7680574660119,V03AC03,Exjade 500 mg dispergierbare Tabletten,42000,mg
10950,EAN7680574670026,G03AA12,Yasminelle Filmtabletten,NA,mg
10951,EAN7680574670040,G03AA12,Yasminelle Filmtabletten,NA,mg
10952,EAN7680574670064,G03AA12,Yasminelle Filmtabletten,NA,mg
10953,EAN7680574690017,J06BA02,Kiovig Infusionslösung,NA,mg
10954,EAN7680574690024,J06BA02,Kiovig Infusionslösung,NA,mg
10955,EAN7680574690031,J06BA02,Kiovig Infusionslösung,NA,mg
10956,EAN7680574690048,J06BA02,Kiovig Infusionslösung,NA,mg
10957,EAN7680574690055,J06BA02,Kiovig Infusionslösung,NA,mg
10958,EAN7680574690062,J06BA02,Kiovig Infusionslösung,NA,mg
10959,EAN7680574700013,B03XA02,Aranesp 10 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10960,EAN7680574700037,B03XA02,Aranesp 15 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10961,EAN7680574700051,B03XA02,Aranesp 20 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10962,EAN7680574700075,B03XA02,Aranesp 30 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10963,EAN7680574700099,B03XA02,Aranesp 40 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10964,EAN7680574700112,B03XA02,Aranesp 50 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10965,EAN7680574700136,B03XA02,Aranesp 60 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10966,EAN7680574700150,B03XA02,Aranesp 80 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10967,EAN7680574700174,B03XA02,Aranesp 100 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10968,EAN7680574700198,B03XA02,Aranesp 150 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10969,EAN7680574700211,B03XA02,Aranesp 300 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10970,EAN7680574700235,B03XA02,Aranesp 500 Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10971,EAN7680574700259,B03XA02,Aranesp 130 Mikrogramm Injektionslösung in vorgefülltem Pen (SureClick),NA,mg
10972,EAN7680574710425,V03AX70,Herbalance Tropfen, homöopathisches Arzneimittel,NA,mg
10973,EAN7680574740019,J01DD13,Cefpodoxim Sandoz 100 Filmtabletten,1000,mg
10974,EAN7680574740033,J01DD13,Cefpodoxim Sandoz 100 Filmtabletten,2000,mg
10975,EAN7680574740057,J01DD13,Cefpodoxim Sandoz 200 Filmtabletten,2000,mg
10976,EAN7680574740071,J01DD13,Cefpodoxim Sandoz 200 Filmtabletten,4000,mg
10977,EAN7680574750025,D01AC08,Lur Shampoo,NA,mg
10978,EAN7680574750049,D01AC08,Lur Shampoo,NA,mg
10979,EAN7680574750056,D01AC08,Lur Shampoo,NA,mg
10980,EAN7680574750063,D01AC08,Lur Shampoo,NA,mg
10981,EAN7680574770023,S01BA01,Dexafree UD 01%, Augentropfen,4.4,mg
10982,EAN7680574770047,S01BA01,Dexafree UD 01%, Augentropfen,8.8,mg
10983,EAN7680574780053,A06AB20,Padmed Laxan Tabletten tibetisches Arzneimittel,NA,mg
10984,EAN7680574780176,A06AB20,Padmed Laxan Tabletten tibetisches Arzneimittel,NA,mg
10985,EAN7680574790021,A01AB03,Meridol perio Chlorhexidin Lösung 0.2% Lösung,600,mg
10986,EAN7680574790045,A01AB03,Meridol perio Chlorhexidin Lösung 0.2% Lösung,NA,mg
10987,EAN7680574800010,N02CC01,Sumatriptan Sandoz Tabletten,300,mg
10988,EAN7680574800034,N02CC01,Sumatriptan Sandoz Tabletten,600,mg
10989,EAN7680574810026,N06AX16,Venlafaxin Sandoz 37.5 Tabletten,1125,mg
10990,EAN7680574810040,N06AX16,Venlafaxin Sandoz 37.5 Tabletten,3750,mg
10991,EAN7680574810064,N06AX16,Venlafaxin Sandoz 75 Tabletten,2250,mg
10992,EAN7680574810088,N06AX16,Venlafaxin Sandoz 75 Tabletten,7500,mg
10993,EAN7680574820018,J01FA10,Azithromycin Sandoz 250 Filmtabletten,1000,mg
10994,EAN7680574820032,J01FA10,Azithromycin Sandoz 250 Filmtabletten,1500,mg
10995,EAN7680574820056,J01FA10,Azithromycin Sandoz 500 Filmtabletten,1500,mg
10996,EAN7680574850060,D01BA02,Terbinax 125 mg Tabletten,1750,mg
10997,EAN7680574850107,D01BA02,Terbinax 250 mg Tabletten,3500,mg
10998,EAN7680574850145,D01BA02,Terbinax 250 mg Tabletten,7000,mg
10999,EAN7680574880012,G03AD01,NorLevo Uno Tabletten,1.5,mg
11000,EAN7680574890066,N03AX14,Keppra 100 mg/mL Lösung,30000,mg
11001,EAN7680574890073,N03AX14,Keppra 100 mg/mL Lösung,15000,mg
11002,EAN7680574890080,N03AX14,Keppra 100 mg/mL Lösung,15000,mg
11003,EAN7680574930014,J02AC02,Itraconazol Helvepharm Kapseln,1500,mg
11004,EAN7680574930021,J02AC02,Itraconazol Helvepharm Kapseln,3000,mg
11005,EAN7680574930045,J02AC02,Itraconazol Helvepharm Kapseln,400,mg
11006,EAN7680575000013,D01AC08,Keto-med Shampoo,NA,mg
11007,EAN7680575000020,D01AC08,Keto-med Shampoo,NA,mg
11008,EAN7680575000037,D01AC08,Keto-med Shampoo,NA,mg
11009,EAN7680575000044,D01AC08,Keto-med Shampoo,NA,mg
11010,EAN7680575040019,V01AA05,Staloral 300 Birke (10 IR/ml / 300 IR/ml) sublinguale Lösung,NA,mg
11011,EAN7680575040026,V01AA05,Staloral 300 Birke (300 IR/ml) sublinguale Lösung,NA,mg
11012,EAN7680575040033,V01AA05,Staloral 300 Birke (Kombipackung 1 x 10 IR/ml und 2 x 300 IR/ml) sublinguale Lösung,NA,mg
11013,EAN7680575040040,V01AA05,Staloral 300 Birke (300 IR/ml) sublinguale Lösung,NA,mg
11014,EAN7680575050025,G04BE03,Revatio Filmtabletten,1800,mg
11015,EAN7680575070047,A06AB08,Dulcolax Picosulfat gouttes,112.5,mg
11016,EAN7680575090021,D01BA02,Terbinafin Helvepharm 125 mg Tabletten,1750,mg
11017,EAN7680575090045,D01BA02,Terbinafin Helvepharm 250 mg Tabletten,3500,mg
11018,EAN7680575090069,D01BA02,Terbinafin Helvepharm 250 mg Tabletten,7000,mg
11019,EAN7680575130024,D01AE15,Terbinafin Helvepharm Creme,150,mg
11020,EAN7680575140214,A13A,Swidro Ginseng Extrakt Kapseln,660,mg
11021,EAN7680575140238,A13A,Swidro Ginseng Extrakt Kapseln,1320,mg
11022,EAN7680575170051,R06AX13,Lorado Pollen Sandoz Tabletten,100,mg
11023,EAN7680575190028,N03AX14,Keppra 500 mg/5 mL Solution concentrée pour perfusion,5000,mg
11024,EAN7680575230021,B01AE06,Angiox 250 mg Pulver zur Herstellung eines Konzentrates für eine   Injektions- oder Infusionslösung,2500,mg
11025,EAN7680575240020,J01FA10,Zithromax Uno Granulat zur Herstellung einer oralen Suspension mit verzögerter Wirkstofffreigabe,2000,mg
11026,EAN7680575250012,V03AX70,Spagyrhin bei Fliessschnupfen Mundspray,NA,mg
11027,EAN7680575250029,V03AX70,Spagyrhin Fliesschnupfen Mundspray,NA,mg
11028,EAN7680575260011,M05BA06,Bonviva i.v. Injektionslösung,3,mg
11029,EAN7680575280026,J02AC01,Fluconazol-Mepha i.v. 50 mg Infusionslösung,50,mg
11030,EAN7680575280040,J02AC01,Fluconazol-Mepha i.v. 100 mg Infusionlösung,100,mg
11031,EAN7680575280064,J02AC01,Fluconazol-Mepha i.v. 200 mg Infusionslösung,200,mg
11032,EAN7680575280088,J02AC01,Fluconazol-Mepha i.v. 400 mg Infusionslösung,400,mg
11033,EAN7680575340058,C10AA03,Pravastatin Streuli 20 Tabletten,600,mg
11034,EAN7680575340072,C10AA03,Pravastatin Streuli 20 Tabletten,2000,mg
11035,EAN7680575340096,C10AA03,Pravastatin Streuli 40 Tabletten,1200,mg
11036,EAN7680575340119,C10AA03,Pravastatin Streuli 40 Tabletten,4000,mg
11037,EAN7680575350064,C10AA03,Pravastatin Helvepharm 20 Tabletten,600,mg
11038,EAN7680575350088,C10AA03,Pravastatin Helvepharm 20 Tabletten,2000,mg
11039,EAN7680575350101,C10AA03,Pravastatin Helvepharm 40 Tabletten,1200,mg
11040,EAN7680575350125,C10AA03,Pravastatin Helvepharm 40 Tabletten,4000,mg
11041,EAN7680575380016,R05X,Echinaforce forte Tabletten,NA,mg
11042,EAN7680575380023,R05X,Echinaforce forte Tabletten,NA,mg
11043,EAN7680575390015,B05AA07,Tetraspan 6 % Infusionslösung,NA,mg
11044,EAN7680575390022,B05AA07,Tetraspan 6 % Infusionslösung,NA,mg
11045,EAN7680575390039,B05AA07,Tetraspan 6 % Infusionslösung,NA,mg
11046,EAN7680575400011,A10BB12,Glimepirid Sandoz 1 Tabletten,30,mg
11047,EAN7680575400028,A10BB12,Glimepirid Sandoz 1 Tabletten,120,mg
11048,EAN7680575400035,A10BB12,Glimepirid Sandoz 2 Tabletten,60,mg
11049,EAN7680575400042,A10BB12,Glimepirid Sandoz 2 Tabletten,240,mg
11050,EAN7680575400059,A10BB12,Glimepirid Sandoz 3 Tabletten,90,mg
11051,EAN7680575400066,A10BB12,Glimepirid Sandoz 3 Tabletten,360,mg
11052,EAN7680575400073,A10BB12,Glimepirid Sandoz 4 Tabletten,120,mg
11053,EAN7680575400080,A10BB12,Glimepirid Sandoz 4 Tabletten,480,mg
11054,EAN7680575410034,J02AC02,Itraderm Kapseln,1400,mg
11055,EAN7680575410041,J02AC02,Itraderm Kapseln,2800,mg
11056,EAN7680575430018,R05,Bronchipret TP Filmtabletten,NA,mg
11057,EAN7680575430025,R05,Bronchipret TP Filmtabletten,NA,mg
11058,EAN7680575440048,J02AC02,Itracim Kapseln,400,mg
11059,EAN7680575440055,J02AC02,Itracim Kapseln,1500,mg
11060,EAN7680575440062,J02AC02,Itracim Kapseln,3000,mg
11061,EAN7680575510154,N05CD08,Midazolam Actavis 5 mg / 5 ml Injektionslösung,25,mg
11062,EAN7680575510178,N05CD08,Midazolam Actavis 5 mg / 1 ml Injektionslösung,25,mg
11063,EAN7680575510192,N05CD08,Midazolam Actavis 15 mg / 3 ml Injektionslösung,75,mg
11064,EAN7680575510215,N05CD08,Midazolam Actavis 50 mg / 10 ml Injektionslösung,250,mg
11065,EAN7680575540014,C09DA08,Votum plus 20/12.5 Filmtabletten,NA,mg
11066,EAN7680575540052,C09DA08,Votum plus 20/12.5 Filmtabletten,NA,mg
11067,EAN7680575540090,C09DA08,Votum plus 20/12.5 Filmtabletten,NA,mg
11068,EAN7680575540113,C09DA08,Votum plus 20/25 Filmtabletten,NA,mg
11069,EAN7680575540151,C09DA08,Votum plus 20/25 Filmtabletten,NA,mg
11070,EAN7680575540199,C09DA08,Votum plus 20/25 Filmtabletten,NA,mg
11071,EAN7680575540205,C09DA08,Votum plus 40/12.5 Filmtabletten,NA,mg
11072,EAN7680575540229,C09DA08,Votum plus 40/12.5 Filmtabletten,NA,mg
11073,EAN7680575540243,C09DA08,Votum plus 40/25 Filmtabletten,NA,mg
11074,EAN7680575540267,C09DA08,Votum plus 40/25 Filmtabletten,NA,mg
11075,EAN7680575540281,C09DA08,Votum plus 40/12.5 Filmtabletten,NA,mg
11076,EAN7680575540298,C09DA08,Votum plus 40/25 Filmtabletten,NA,mg
11077,EAN7680575550013,J05AR10,Kaletra 200/50 Filmtabletten,NA,mg
11078,EAN7680575550020,J05AR10,Kaletra 100/25 Filmtabletten,NA,mg
11079,EAN7680575590019,G03AA09,Desoren 20 Filmtabletten,NA,mg
11080,EAN7680575590026,G03AA09,Desoren 20 Filmtabletten,NA,mg
11081,EAN7680575590033,G03AA09,Desoren 20 Filmtabletten,NA,mg
11082,EAN7680575600015,R05,Fisherman's Friend Citrus sans sucre avec sorbitol, pastilles,NA,mg
11083,EAN7680575600039,R05,Fisherman's Friend Citrus sans sucre avec sorbitol, pastilles,NA,mg
11084,EAN7680575620037,G03HB01,Holgyeme compresse rivestite,NA,mg
11085,EAN7680575620044,G03HB01,Holgyeme compresse rivestite,NA,mg
11086,EAN7680575630043,L01XE04,Sutent 12.5 mg Kapseln,350,mg
11087,EAN7680575630050,L01XE04,Sutent 25 mg Kapseln,700,mg
11088,EAN7680575630067,L01XE04,Sutent 50 mg Kapseln,1400,mg
11089,EAN7680575660071,B05DB,Physioneal 40 Clear-Flex 136 %, Peritonealdialyselösung,NA,mg
11090,EAN7680575660118,B05DB,Physioneal 40 Clear-Flex 136 %, Peritonealdialyselösung,NA,mg
11091,EAN7680575660194,B05DB,Physioneal 40 Clear-Flex 227 %, Peritonealdialyselösung,NA,mg
11092,EAN7680575660231,B05DB,Physioneal 40 Clear-Flex 227 %, Peritonealdialyselösung,NA,mg
11093,EAN7680575660316,B05DB,Physioneal 40 Clear-Flex 3.86 % Peritonealdialyselösung,NA,mg
11094,EAN7680575660354,B05DB,Physioneal 40 Clear-Flex 3.86 % Peritonealdialyselösung,NA,mg
11095,EAN7680575670087,B05DB,Physioneal 35 Clear-Flex 136 % Peritonealdialyselösung,NA,mg
11096,EAN7680575670124,B05DB,Physioneal 35 Clear-Flex 136 % Peritonealdialyselösung,NA,mg
11097,EAN7680575670209,B05DB,Physioneal 35 Clear-Flex 227 % Peritonealdialyselösung,NA,mg
11098,EAN7680575670247,B05DB,Physioneal 35 Clear-Flex 227 % Peritonealdialyselösung,NA,mg
11099,EAN7680575670322,B05DB,Physioneal 35 Clear-Flex 386 % Peritonealdialyselösung,NA,mg
11100,EAN7680575670360,B05DB,Physioneal 35 Clear-Flex 386 % Peritonealdialyselösung,NA,mg
11101,EAN7680575710011,V03AX70,Omida Hypericum plus Globuli homöopathische Globuli,NA,mg
11102,EAN7680575720010,J01FA10,Azithromycin-Mepha 250 Lactab,1000,mg
11103,EAN7680575720034,J01FA10,Azithromycin-Mepha 250 Lactab,1500,mg
11104,EAN7680575740018,N01AX13,Entonox Gas zur medizinischen Anwendung,NA,mg
11105,EAN7680575740025,N01AX13,Entonox Gas zur medizinischen Anwendung,NA,mg
11106,EAN7680575740032,N01AX13,Entonox Gas zur medizinischen Anwendung,NA,mg
11107,EAN7680575740049,N01AX13,Entonox Gas zur medizinischen Anwendung,NA,mg
11108,EAN7680575750017,J01CR02,Amoxicillin Clavulansäure Spirig HC 457 mg (400/57) Pulver zur Herstellung einer Suspension zum Einnehmen,NA,mg
11109,EAN7680575750024,J01CR02,Aziclav Duo 457 mg (400/57) Pulver zur Herstellung einer Suspension,NA,mg
11110,EAN7680575750031,J01CR02,Amoxicillin Clavulansäure Spirig HC 457 mg (400/57) Pulver zur Herstellung einer Suspension zum Einnehmen,NA,mg
11111,EAN7680575750048,J01CR02,Aziclav Duo 457 mg (400/57) Pulver zur Herstellung einer Suspension,NA,mg
11112,EAN7680575750055,J01CR02,Amoxicillin Clavulansäure Spirig HC 457 mg (400/57) Pulver zur Herstellung einer Suspension zum Einnehmen,NA,mg
11113,EAN7680575750062,J01CR02,Aziclav Duo 457 mg (400/57) Pulver zur Herstellung einer Suspension,NA,mg
11114,EAN7680575770022,B02BX01,Dicynone 500 capsules,10000,mg
11115,EAN7680575770046,B02BX01,Dicynone 500 capsules,30000,mg
11116,EAN7680575780212,C05CA,Antistax forte comprimés pour les veines,10800,mg
11117,EAN7680575780236,C05CA,Antistax forte comprimés pour les veines,21600,mg
11118,EAN7680575780250,C05CA,Antistax forte comprimés pour les veines,32400,mg
11119,EAN7680575780274,C05CA,Antistax forte Venentabletten,43200,mg
11120,EAN7680575790013,D03AX,Impuls Ringelblumen-Salbe Salbe,NA,mg
11121,EAN7680575800019,M02AX10,Impuls Wallwurz-Gel Gel,NA,mg
11122,EAN7680575800026,M02AX10,Impuls Wallwurz-Gel Gel,NA,mg
11123,EAN7680575810018,M02AX10,Impuls Arnica-Gel mit Spilanthes Gel,NA,mg
11124,EAN7680575820017,C05BA53,Impuls Venen-Gel Gel,NA,mg
11125,EAN7680575820024,C05BA53,Impuls Venen-Gel Gel,NA,mg
11126,EAN7680575830016,L01XE05,Nexavar Filmtabletten,22400,mg
11127,EAN7680575840183,A10BB12,Glimepiride Zentiva 2 mg comprimés,60,mg
11128,EAN7680575840190,A10BB12,Glimepiride Zentiva 2 mg comprimés,240,mg
11129,EAN7680575840206,A10BB12,Glimepiride Zentiva 3 mg comprimés,90,mg
11130,EAN7680575840213,A10BB12,Glimepiride Zentiva 3 mg comprimés,360,mg
11131,EAN7680575840220,A10BB12,Glimepiride Zentiva 4 mg comprimés,120,mg
11132,EAN7680575840237,A10BB12,Glimepiride Zentiva 4 mg comprimés,480,mg
11133,EAN7680575850038,D01AE14,Ciclocutan Lösung,200,mg
11134,EAN7680575910015,A12AA12,Renacet 475 mg Filmtabletten,47500,mg
11135,EAN7680575910039,A12AA12,Renacet 950 mg Filmtabletten,95000,mg
11136,EAN7680575920014,A11CC04,Renatriol 0.25 mcg Weichgelatinekapseln,NA,mg
11137,EAN7680575920021,A11CC04,Renatriol 0.25 mcg Weichgelatinekapseln,NA,mg
11138,EAN7680575920038,A11CC04,Renatriol 0.25 mcg Weichgelatinekapseln,NA,mg
11139,EAN7680575920076,A11CC04,Renatriol 0.5 mcg Weichgelatinekapseln,NA,mg
11140,EAN7680575920090,A11CC04,Renatriol 0.5 mcg Weichgelatinekapseln,NA,mg
11141,EAN7680575920113,A11CC04,Renatriol 0.5 mcg Weichgelatinekapseln,NA,mg
11142,EAN7680575930013,A10BB12,Glimepirid Helvepharm 1 mg Tabletten,30,mg
